2720,4,594000
2540,4,750000
1970,4,395000
3580,4,1130000
1320,5,482000
1250,4,494000
1280,4,419000
920,4,585000
1140,4,480000
1400,4,608000
2420,3,455600
1240,2,330000
1720,3,383000
1430,3,458500
1130,3,226500
2640,4,599000
2500,5,637850
2980,4,515000
1520,4,224950
1100,2,210000
1340,3,760000
2720,4,635000
1620,3,290000
3020,4,1750000
700,2,380000
1120,4,239900
760,2,122000
3670,4,2350000
1180,3,220000
1000,2,265000
1540,3,229000
1600,3,502000
1720,3,399950
3040,3,598555
1050,2,175000
910,2,450000
2080,3,342500
1130,2,325000
2590,3,920000
1060,3,625504
1890,5,725000
3380,5,569950
1360,5,446950
2190,4,391000
1810,3,439000
1880,4,675000
3870,5,1299890
3030,5,768000
3150,3,570000
1090,3,152000
3180,4,775000
1920,4,372500
1550,3,270000
2480,4,855000
2540,4,399000
2820,4,457000
1580,3,280000
2050,4,750000
910,2,100000
3040,4,840000
1190,3,160134
1000,4,235000
2370,4,310000
3380,4,639900
1280,4,440000
2150,3,842500
1961,4,289000
1100,4,412500
2716,4,452000
2290,3,535000
1460,3,355000
1920,3,380000
2870,3,465000
800,2,405000
1420,4,515000
1000,3,343000
910,3,320000
720,2,210000
3230,3,1776000
1330,3,375000
990,2,199000
2160,2,1200000
2560,3,700500
1390,3,275000
1580,4,333000
1170,2,548000
2540,4,990000
2040,2,499000
1400,3,430000
1230,3,490000
870,2,395000
1020,4,171000
980,3,355000
1650,3,434500
3010,4,810000
2010,3,471000
2840,5,372000
760,2,530000
1200,3,240000
2720,3,910000
1750,3,770000
1510,2,335000
3830,4,860000
1220,4,287500
1510,4,402000
1490,3,205950
2830,3,2230000
3500,4,790000
1600,2,265000
1520,3,440000
2320,4,890000
2481,5,309000
1310,5,390000
1350,3,625000
1010,2,200000
2110,4,320000
2298,3,372000
1180,4,280000
1250,5,330000
2920,4,820000
1320,2,342000
1750,5,340000
1200,3,580000
860,2,345000
2110,4,606000
2480,4,399000
1410,3,529500
860,3,355000
830,2,235000
750,2,210000
1230,3,335000
2020,4,308000
1180,3,250200
1230,3,299500
1710,3,525000
1430,4,532000
2700,3,525000
1700,3,149000
4010,5,1795000
2403,4,519900
720,2,405000
2000,4,349950
1390,3,570000
2240,3,555000
1680,3,590000
1200,3,560000
1030,3,175000
1880,4,1045000
1900,4,265000
1320,3,285000
1500,4,515000
2790,4,495000
1520,3,565000
980,3,360000
2810,3,685000
1440,3,239950
4300,4,2500000
1240,1,290000
1730,3,960000
2140,4,304400
2780,6,325000
1220,3,300000
2460,3,630000
1800,5,565000
1996,4,285000
970,2,495000
1190,4,261000
1000,4,320000
2600,3,444500
1050,4,230000
1120,2,461100
950,2,332888
3680,3,1225000
1750,3,380000
1550,2,426000
840,3,373000
2210,4,455000
670,2,202000
1720,3,540000
1340,3,354000
670,2,410000
1250,2,200000
1160,2,700000
1290,3,374950
1400,5,665000
850,2,355000
760,3,345000
2020,5,1298890
1030,3,718000
1870,4,245000
2970,5,680000
2670,3,408000
1530,5,355000
1230,3,240000
1920,3,515000
1860,4,570000
720,2,310000
1690,3,739888
750,2,213000
1030,3,649000
2250,3,328000
1230,3,429500
2790,4,505000
2520,3,729000
1430,3,450000
1620,2,475000
4270,4,1610000
1760,4,1225000
1170,3,250800
3361,5,511000
2200,4,969000
1180,3,315000
2220,4,291375
2370,3,398096
2300,4,243500
1320,4,470000
2460,4,611000
4060,4,880000
1690,5,305000
1550,3,525000
1540,3,542000
3740,3,3400000
1590,3,375000
1240,3,730000
1230,3,762400
2620,4,499431
2330,4,565000
1250,4,212000
1750,3,324000
1450,5,898000
1440,3,410000
1920,3,781000
1790,3,530000
2350,4,561600
1030,4,375000
1240,3,355000
1730,3,521000
1320,3,206000
1830,3,298900
2990,5,458000
1660,3,449000
1170,3,469000
2830,5,725000
1280,3,558000
2800,3,1190000
2160,4,325000
1990,3,875000
1650,3,267500
2030,3,906000
2320,2,360000
1220,3,514000
1030,4,234000
820,3,200000
1780,3,299950
850,4,500000
2930,4,1050000
1160,3,285000
1030,3,667500
1250,3,242000
2590,5,779380
3010,5,837700
3090,4,850000
1380,3,215500
2560,5,655000
2240,4,556000
970,3,360500
1150,3,460500
2910,3,610000
1480,3,427500
2480,3,640000
1280,3,399950
1480,3,310000
1360,3,216650
770,3,485000
1930,3,536751
1870,5,695000
1470,3,395000
1080,3,539000
1280,4,455000
730,1,395000
2480,3,555000
1740,4,514500
1651,2,285000
1910,5,1125000
1410,5,230000
1870,4,272000
1010,3,368000
1280,4,354950
2250,4,569000
990,3,400000
1010,4,599000
2460,4,900000
1300,5,325000
2020,4,319000
1650,3,447000
1460,4,950000
1010,3,325000
880,2,372500
1450,3,400000
1812,4,370000
2620,5,975000
1290,5,465000
1080,3,705000
2200,4,1225000
1990,3,545000
1320,3,360000
1800,3,952000
1570,2,998500
1060,3,326500
1970,3,402000
1010,3,215000
2110,3,500000
1530,4,575000
1460,3,271675
1180,2,360000
1390,2,186950
2140,3,302000
1140,3,309000
1250,3,219000
990,3,310000
2370,3,577000
1510,3,400000
890,2,150000
930,4,550000
1600,2,995000
4230,5,1940000
1150,3,665000
2750,4,535000
1310,3,325000
1240,4,600000
1390,2,306500
1200,3,402000
920,3,189950
1070,1,250000
1820,3,329999
2210,4,659000
870,2,406500
2400,4,275000
2430,5,502500
800,2,162248
1680,4,290500
790,2,558000
910,2,365000
1300,3,429950
850,2,320000
2290,4,295000
2350,4,598850
3510,4,723000
1000,3,525000
1300,4,328950
2750,4,540000
1580,2,495000
1240,3,415000
1150,3,1000000
2170,2,695000
2370,3,300523
2270,4,375000
1670,4,661000
1770,2,350500
1660,4,539500
930,3,392500
2350,3,539000
2890,4,750000
2200,4,300000
1100,4,330000
2890,5,830000
3170,7,600000
1200,4,311000
930,3,320000
1560,4,874000
3750,4,784500
1790,3,544000
1610,4,700000
1660,3,220000
1460,4,550000
960,5,295832
1790,3,1385000
1030,6,326000
1540,3,449950
1240,3,216600
1870,3,285000
1620,3,265000
1140,3,250000
3700,4,650000
1160,2,415000
1010,3,250000
2430,3,770000
2100,4,344000
2080,4,940000
1800,4,960000
1010,2,155000
1715,3,257500
2630,4,1395710
1360,3,237100
1630,3,400000
1610,3,798500
2260,4,486000
840,2,315000
5450,4,610000
910,3,273000
3720,4,980000
1010,2,315000
1060,3,515000
1340,5,599950
3550,5,575000
1330,3,444950
2130,3,650000
1540,3,227500
1240,3,280000
2880,4,429900
1310,3,320000
1540,2,269000
2820,4,398000
840,1,224000
1720,4,891000
2720,4,1443920
3500,4,798000
740,2,178500
1090,3,375000
1980,4,1325000
1620,3,902000
2350,4,469995
2120,3,645000
1160,3,272500
810,2,260600
1160,3,315500
1120,3,526000
2350,4,400000
970,2,315000
1710,3,463000
3350,4,3710000
1230,3,147500
1540,3,380000
850,2,440000
2270,5,830000
3200,4,1255000
1720,3,498000
870,3,180000
1540,3,710500
1930,4,875000
1820,2,206000
2510,3,571000
1290,3,200000
2450,4,620000
1805,3,266000
1450,3,150000
3730,4,1775000
2030,3,660000
3220,4,825000
1500,4,550000
1510,5,754000
2620,4,675000
1000,3,378000
1920,3,453000
1590,3,299000
1760,2,500000
1270,3,283000
1470,2,419000
1410,3,655000
1260,3,505000
1020,2,445434
1100,4,595000
2620,5,535000
1950,3,386500
1840,3,775000
1130,3,231500
2303,4,525000
2110,4,324500
2750,3,819000
1070,3,399950
2920,3,675900
1840,4,701000
1400,3,410000
2390,4,589000
3020,6,665000
3280,4,810000
1320,3,327000
2510,3,353000
1850,3,1375000
900,3,460000
860,2,300000
1250,2,511000
1830,4,270000
3620,4,680000
1200,3,436000
1970,3,419000
910,2,223000
1010,2,337000
1080,4,424500
780,3,465000
1600,6,464000
1180,4,330000
3220,4,579000
1430,4,253779
1540,3,324000
2950,4,424900
1320,3,333500
1280,3,520000
2570,3,670000
1730,3,329780
1380,4,314900
2220,4,870000
1130,3,385000
1200,4,500000
1180,3,341000
880,1,420000
1120,1,310000
1220,4,465000
1390,3,900000
1250,3,413100
6220,4,1940000
1910,3,595000
3150,5,819900
1540,2,499000
1910,4,835000
1880,7,599000
1030,4,620000
880,3,218000
620,2,325000
1870,3,811000
3330,4,760000
860,3,219900
1700,4,245000
2290,4,349900
1100,3,325000
2340,5,429000
1710,3,255000
3040,4,420000
2250,3,1050000
2280,3,320000
2370,4,597000
1390,3,455000
1600,3,214000
1220,3,201000
1780,4,630000
590,2,240000
1560,3,303000
2007,4,305950
1420,3,269900
2410,4,610000
2250,4,292500
1810,3,970000
2060,4,677000
1180,5,350000
1950,4,425000
2910,4,589000
2250,3,549000
1230,4,479000
1610,2,215000
1990,4,938000
820,2,475000
2350,3,410000
1960,5,434400
1470,2,239000
1800,3,425000
1110,4,425000
1656,3,462500
3831,5,2700000
1400,2,421000
980,3,760000
840,2,209000
930,4,377000
1100,3,212000
1440,3,258950
1210,2,395000
880,3,232500
2680,3,549950
1710,5,158550
3160,4,697000
2340,4,487600
2480,3,910000
1320,2,381156
960,2,243000
1450,3,339000
1740,3,339000
1050,4,252000
2400,5,335000
1970,3,490500
1490,3,354901
1010,2,776000
2390,3,1100000
780,2,289000
2900,4,800000
1430,4,667750
2250,4,411000
3570,4,942500
1250,3,208000
1000,4,325088
1290,6,604000
1620,3,499100
2310,3,362000
1520,5,368500
2690,5,605000
1670,4,630000
1380,3,249000
2110,3,535000
1280,3,330000
1890,4,359000
1130,3,645000
1170,4,465000
1770,4,291500
1660,4,459000
1370,4,750000
2170,4,738000
2050,3,465000
3080,4,365000
1230,3,510000
1220,3,505000
2390,5,267500
1240,4,560000
1850,3,585000
1580,3,280000
1410,3,334200
3280,4,3400000
1650,3,238000
4230,4,985000
1030,3,301000
1390,4,342000
2330,3,690000
1830,3,300000
1480,3,256000
1560,3,270000
2110,4,689000
780,2,130000
950,2,515000
1490,3,550000
2770,3,749950
950,3,325000
1060,2,520000
1000,4,165000
1150,3,410500
1680,3,450000
1360,2,479950
790,3,450000
1210,4,415000
1150,4,500000
1770,4,715000
1040,4,289950
1810,3,342500
2280,3,410000
1650,3,440000
1630,4,249000
1860,3,472000
1060,4,235000
1750,5,774900
880,3,452000
2390,4,339000
600,2,395000
2020,4,633000
1090,3,267500
1050,2,392500
3920,4,889000
2820,3,720000
1530,4,415000
1750,3,260000
850,2,690000
2010,4,740000
940,2,255000
1420,3,500000
1480,3,535900
520,1,275000
2560,4,1305000
2530,8,575000
2130,4,749000
900,3,395000
2160,3,1190000
1140,3,218000
1090,3,288000
800,2,339950
2120,3,561000
1760,5,220000
1500,4,250000
1140,3,425000
3810,4,878000
1250,3,234900
1078,2,240000
1120,4,366500
1440,3,229900
4000,6,739000
1060,3,476500
1290,4,555000
2610,4,743700
2180,3,650000
850,2,290000
1670,3,352000
1330,3,234999
1770,2,570000
2760,3,1260000
1620,4,218000
710,2,459000
1650,4,550000
1030,3,465000
1350,2,419950
2910,4,610000
2750,4,333000
1050,3,263500
1540,3,425000
2550,7,419000
3380,3,749000
1140,3,265000
2890,4,575000
1350,3,509007
2530,4,525000
3370,4,480000
1720,3,550000
1900,3,316000
1160,3,250000
1020,3,360000
1000,3,244000
960,3,290000
1390,3,462608
1100,4,441000
1390,5,437000
1500,3,270000
2890,4,1495000
1300,4,700000
1510,5,465000
1080,4,264000
2580,4,775000
1380,3,189000
2190,4,361500
2790,4,374950
3220,4,1550000
3030,4,880000
2640,4,489950
2320,3,737500
1360,3,415000
830,2,229000
1210,3,310000
1870,3,299950
1950,5,765000
2120,5,1328000
2450,4,430000
1020,4,364000
1820,4,815000
1140,2,476000
840,2,457500
1760,4,945800
1330,3,539950
1320,3,585000
1210,3,294900
1830,4,339000
1200,2,390000
2720,3,460000
840,3,96500
520,1,310000
1840,2,375000
1270,3,347000
1670,3,227950
1010,2,500000
2030,3,600000
1630,4,840000
1100,3,388000
1160,3,322000
1200,3,242500
760,2,361600
1070,3,316500
1290,3,647500
1370,3,375000
1690,4,540000
2497,3,275000
1730,4,1650000
1440,3,600000
1320,3,260000
1260,2,577000
1380,3,475000
2880,5,525000
1800,3,391000
4100,5,950000
2510,4,1400000
1940,3,750000
1130,2,322500
2020,3,490000
840,1,124000
1610,4,286950
2550,3,799000
1220,3,350000
2640,4,570000
940,3,425000
1040,2,160000
2660,6,452000
1140,2,249900
1450,4,710000
1720,3,389000
2250,4,805000
1060,3,310000
1200,6,649950
570,1,310000
3340,4,962000
1010,4,240000
1480,3,510000
4400,4,687000
1840,4,620000
2610,2,1505000
1550,2,1075000
2270,3,575000
2120,5,290000
1520,3,333000
3360,3,850000
1830,4,1205000
3605,4,937500
2770,4,641000
930,2,281000
1390,3,450000
1370,3,285000
820,3,220000
1210,3,300000
2260,3,1326000
1290,3,250000
1090,3,345000
770,2,260000
1540,4,785950
2050,4,775000
1430,3,499950
1950,3,480000
1150,2,448175
1840,3,525000
830,2,334500
1820,3,227490
1140,4,569950
4460,4,1059000
1360,3,332220
800,2,95000
880,3,450000
1270,3,415000
1290,3,402500
2010,3,279000
3000,5,600000
770,4,395000
3120,4,800000
700,2,430000
2250,4,375000
950,3,475000
3950,6,2630000
2560,3,577000
1220,5,402000
1400,3,490000
4770,5,1475000
1030,4,229999
720,2,287000
1050,3,530000
1130,4,648360
1790,4,338000
1480,3,355000
2050,4,369950
1570,4,968060
1250,3,650000
2000,4,318989
1490,3,578500
1010,2,199950
1670,3,304000
1000,4,710000
2190,3,432000
1180,2,450000
2330,3,999950
3010,4,500000
1110,3,680000
910,2,663500
1280,5,585000
1330,4,895000
1130,3,450000
3100,4,967000
1400,4,510000
750,2,250000
1360,3,419500
1010,3,515000
1646,3,305000
1300,3,615000
1820,3,580000
2240,4,335000
1240,3,675000
2560,3,658588
1030,3,240000
1210,4,275000
1760,3,382495
980,2,374000
2580,3,400000
1160,3,480000
1610,3,440000
2850,4,760000
1400,5,533000
2170,3,645000
970,3,184000
1780,4,311000
2906,4,418395
1330,4,290000
2610,4,674600
1220,2,330000
2990,4,772000
1270,3,570000
1260,4,618000
1140,2,305000
1350,3,450000
3240,3,800000
1110,1,293000
1890,4,388500
1160,2,389000
1320,3,510000
850,2,150000
1170,3,252000
1720,3,375000
1540,4,491234
1510,4,254000
1760,4,320000
4120,3,1300000
1210,4,794154
3030,5,825000
1600,3,267500
2150,4,573000
940,2,549900
1890,2,649000
1010,2,216000
1410,3,261500
2420,4,558000
1290,4,575000
1280,3,405000
3270,4,735000
1380,4,464900
800,2,414000
1240,3,337500
3350,4,739999
2100,4,650000
1300,3,390000
1550,5,350000
2750,6,1245000
3070,4,731000
1390,3,270000
1720,3,313100
1090,3,190000
2680,2,775000
1980,3,220000
1050,3,383900
1250,3,344000
1920,4,240000
1010,3,255000
1750,3,595000
1600,6,497300
1070,3,315000
1270,3,370000
4170,5,1450000
2490,4,700000
1020,3,572000
1750,4,1250000
2400,4,280000
2730,5,614285
2300,4,560000
790,3,392000
1300,3,287000
2110,3,400000
950,2,699999
1780,4,175000
2970,5,995000
1870,5,675000
2940,6,480000
1440,3,267000
1570,4,530000
3860,3,903000
1741,3,300000
1230,3,540000
1950,3,309000
1560,2,724000
3080,4,750000
2240,4,325000
750,2,422000
1190,3,390000
2280,3,356000
4410,4,1525000
1480,3,856000
1740,4,380000
2970,4,1260000
980,3,320000
1830,4,338900
1180,3,190000
3700,4,950000
1330,3,230000
2320,3,436300
1560,2,579000
1380,3,249900
2500,3,538500
1880,4,530200
1660,3,188000
1540,2,710000
1170,3,265000
1800,4,508500
2520,4,1620000
1440,3,625000
3180,4,650000
1490,3,300000
910,3,244000
1380,4,725000
1540,3,750000
1740,3,245000
1040,3,212000
3050,4,780000
3370,4,905000
1930,3,615000
950,4,425000
1980,4,825050
2200,3,606000
2050,4,355000
1020,2,245000
1400,3,241500
800,2,379000
1920,4,270000
1690,4,661254
3590,5,865950
1240,2,825000
1240,3,270000
840,3,275000
730,2,122000
2290,4,540000
870,4,385000
2510,3,667000
2220,6,260000
1940,4,1650000
1700,4,423000
770,2,265000
1140,2,425000
2280,5,605000
3060,4,710000
1060,2,299995
5230,4,1350000
1110,3,575000
3370,4,760000
2310,5,755000
1050,3,310000
1150,4,420000
1290,4,723000
1210,3,475000
2500,4,639000
1370,3,338500
1350,5,536000
2530,3,429000
2620,3,725000
980,3,450000
3260,4,810000
2360,2,1087500
1090,4,560000
1740,4,600000
2160,4,359000
2390,4,832500
3230,3,370000
1760,3,300000
1890,3,307000
1380,2,705000
990,2,345000
1560,5,369000
2030,5,942500
1820,3,329950
1480,3,346150
1100,3,279900
2680,3,417400
3555,4,1760000
1210,3,299950
2240,4,395000
2630,3,340000
1060,5,354000
1360,3,415000
1850,3,510000
1479,3,450000
2840,3,717550
1120,3,249900
1405,3,400000
1670,5,605000
2460,4,452500
2150,4,609000
1200,4,225000
1460,3,775000
1600,3,384500
1230,3,930000
1920,4,785000
1090,3,394950
1650,4,545000
900,2,235000
2800,4,999000
2630,5,525000
1320,3,438000
1740,3,575000
1200,3,319000
2400,3,750000
1640,3,540000
1150,3,346000
1830,3,286651
1440,3,432250
1810,3,515000
2320,3,541500
2090,3,1365000
1550,4,613000
2190,3,313000
900,5,265000
1590,3,310000
2080,3,660000
1520,3,375000
1710,3,411753
900,3,304000
3680,4,425000
2610,4,337000
830,2,205000
1650,4,735000
820,2,480000
1420,4,500000
2920,3,859000
3310,4,1415000
2080,5,440000
1990,5,680000
1010,2,285000
2540,3,695000
810,2,232000
1020,4,495000
1060,3,215000
1500,3,405000
1810,3,770000
1850,4,540000
2090,3,424950
2990,3,785000
2120,4,690000
1980,3,490000
970,2,261000
2480,3,583800
1240,3,608000
2519,3,505000
4100,4,635000
1240,2,445000
920,3,199500
1930,5,855000
1660,4,715000
1780,4,401000
1700,4,277500
1410,2,614306
2620,4,804000
1060,3,368000
1400,2,401000
1180,4,235000
950,2,708000
1700,4,225000
1880,3,389800
2490,5,380000
1240,4,510000
1230,3,271900
2670,4,347000
1910,4,1030000
2400,3,562000
1370,3,500000
1010,2,585000
1150,3,346500
1510,3,599000
1070,3,220000
1580,3,225000
1080,4,360000
3200,4,337000
1200,3,314500
530,1,355000
1300,3,482000
2340,3,459950
1140,1,540000
2260,4,605000
1550,3,287000
1370,4,885000
840,2,175000
2790,4,950000
1140,5,420000
1110,4,482500
1410,4,435000
2500,4,620000
1270,3,415000
1890,3,310000
1730,4,390000
1530,3,740000
1190,3,306000
970,3,300000
2860,4,1655000
1820,3,532000
1950,3,920000
1630,4,490000
1020,3,580000
1160,3,362000
1490,3,320000
1310,3,514950
1250,3,463000
890,2,492000
1240,3,297950
2610,3,575000
1000,3,196000
1340,2,465000
1020,3,560000
1780,4,729032
1040,3,470000
1600,3,562000
1570,4,452000
2630,5,1850000
1420,4,679000
1150,3,550000
1280,3,355000
1680,4,655500
1460,3,591000
1470,0,235000
3980,4,925900
1370,4,605004
1520,3,727000
990,3,315500
2520,4,657500
2500,4,775000
1250,3,300000
1510,2,449000
600,2,110000
1900,4,190000
1120,3,265000
1690,3,780000
860,2,250000
2010,3,775000
760,2,447000
1390,4,535000
1140,2,500000
880,4,527950
1440,4,575550
1660,4,600000
1280,4,367400
1320,4,250000
1570,4,350000
1550,3,245000
1200,3,383000
1110,3,197400
1140,3,120750
1640,4,490000
2510,3,535000
720,4,339888
3400,4,799000
1880,2,751750
1654,3,314950
1060,3,500000
3110,4,925000
980,3,335000
1050,3,229500
1150,4,307000
4030,4,929000
3060,4,775000
1560,4,305000
1690,5,544500
3200,4,785000
1870,6,380000
3960,4,860000
2390,4,984000
2260,3,777700
1150,3,522000
950,3,365000
1200,3,537000
1170,3,119500
2590,4,1175000
1290,3,370000
2130,3,1065000
1780,4,455000
2080,4,300000
1280,3,625000
2050,3,990000
2040,4,294000
1840,4,1084500
1130,3,760500
1700,3,599000
1020,2,402101
1430,4,567000
2380,3,549950
3920,4,825000
3240,4,975000
2130,4,389000
1660,3,578000
2420,4,328000
1165,2,625000
2390,3,535000
1413,3,286800
2050,3,535500
1040,4,396000
2440,3,777000
780,3,524000
1580,4,750000
840,2,350000
2540,4,365000
940,2,249950
2530,3,435000
2240,5,392000
1380,3,408000
1960,4,371000
960,3,490000
1520,5,515000
1970,3,730000
1160,3,305000
1380,4,522500
960,3,195000
2670,4,770000
2240,3,300000
990,3,246000
1260,3,425000
740,3,501000
1860,4,1184000
1120,4,200000
1480,2,420000
1330,3,615000
1220,4,529950
3630,5,1563100
1770,3,671500
740,2,213800
3890,4,850000
1870,4,920000
2460,0,355000
960,2,240500
1220,4,260000
880,2,415000
760,1,95000
3370,4,806000
1870,4,1275000
2740,4,648000
1200,3,186000
790,1,135000
1800,4,352800
1780,3,312000
1220,3,387500
820,2,300000
1610,3,245000
1610,4,437850
1160,2,345000
2420,3,301000
2150,5,580000
800,2,523500
1280,3,162000
1340,5,417500
730,3,499950
2110,3,319000
3810,3,1325000
1000,2,455000
2680,3,676000
1280,2,252500
2201,4,397000
1450,4,309950
4140,4,810000
1430,3,499950
2310,3,494000
1220,4,385000
1080,3,350000
1230,3,322000
1080,3,359000
2320,4,640000
1640,3,465000
3800,4,894000
1290,3,391000
3240,3,575000
1310,2,575000
6350,5,4500000
2190,3,770000
1030,3,249000
1250,3,344000
2880,3,820000
950,3,525000
1450,4,362500
2150,4,260000
2320,4,595000
2120,4,615000
2450,3,649000
1010,3,235000
4300,5,975000
2730,4,780000
1050,3,208000
930,3,397500
1320,3,275000
1770,3,260000
1680,2,453000
1410,3,404000
990,3,400000
2530,3,700000
1890,4,1325000
2240,3,585000
1010,4,423000
1000,3,562500
820,3,589000
710,2,399950
1640,3,555000
2400,4,695000
1440,4,749000
1900,4,285000
1840,3,465000
1500,3,563000
1650,3,500000
2650,5,600000
990,2,409950
1030,3,282000
1360,3,280000
2110,3,550000
980,2,415000
1100,2,295000
1640,6,585444
1800,3,305000
1770,3,325000
1700,3,255000
1140,3,475000
1240,3,260000
2000,6,400000
1810,3,950000
1870,4,314000
2630,4,576925
1300,3,425000
5190,5,925000
1870,5,695000
950,3,335000
2070,4,492000
1140,3,330000
860,2,289000
1480,4,780000
2760,4,847093
2940,4,870515
1020,3,285000
910,3,590000
900,3,428750
2460,4,693000
670,1,334000
2230,4,809950
1140,3,218000
1960,3,1025000
970,2,546000
1392,2,350000
3130,4,762500
2160,3,856000
1010,3,315000
1220,4,231000
1980,4,638500
2960,3,1555000
1610,3,305000
2360,4,293000
390,0,228000
1440,4,582800
1480,3,650000
830,2,445000
3170,4,820000
2020,4,345000
1920,3,352500
1860,3,326995
3880,4,1650000
1050,4,657100
2880,3,885000
1430,5,545000
2750,4,812000
1180,3,263000
1390,4,234000
1930,3,390000
1310,2,349950
2250,4,333490
1080,4,299950
2040,6,735000
1950,3,315000
1220,2,300000
1470,3,418900
1250,4,425000
1570,3,330000
2550,4,587000
1430,4,402000
2320,4,310000
1720,3,575000
2070,3,770000
2410,4,470000
1820,3,424000
2450,4,412000
1980,4,475000
1720,3,638000
3840,4,884250
3440,3,855000
1290,4,650500
2650,6,325000
1490,4,410000
3550,4,685000
1410,3,367500
3360,4,765000
2270,4,643000
1460,5,474950
1460,3,427005
5480,3,2510000
2870,5,985000
1560,3,592000
2380,4,1530000
1440,3,575000
3180,4,660000
910,2,350000
1430,4,312000
2220,4,813500
1170,2,335000
1212,3,340000
1676,3,330000
870,2,515000
2500,4,545000
2190,4,320000
1570,5,425000
1180,3,300000
1600,3,586500
1680,4,375000
2690,4,340000
1530,3,570000
2587,4,458000
2170,3,419000
3320,4,1800000
3100,3,710000
800,2,411000
920,3,499000
940,2,416000
1810,2,787500
1560,4,545000
2250,3,538000
1310,3,553000
1430,4,485000
2030,3,562500
1520,4,469000
1120,3,464600
2140,5,830000
1370,3,270000
2220,4,919000
820,2,508000
1180,3,450000
1470,3,580000
1000,2,431000
1000,3,402000
2040,2,615000
1710,3,368000
1320,2,304000
1240,3,352000
1670,6,624500
1370,5,552500
1800,4,338800
3230,4,409000
1520,3,399000
2860,4,1600000
720,2,403000
1720,3,340000
1010,2,306888
2930,4,442515
1300,4,378950
1300,3,560000
1470,4,325000
